,awardYear,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.rel,links.href,links.action,links.types,dateAwarded,topMotivation.en,topMotivation.se,0,id,knownName,links,motivation,orgName,portion,sortOrder
24,1905,138089,7615202,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1905,Get,application/json,,,,,297,{'en': 'Robert Koch'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/297', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his investigations and discoveries in relation to tuberculosis', 'se': 'för hans undersökningar och upptäckter rörande tuberkulos'}",,1,1
25,1906,138536,7421571,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1906,Get,application/json,,,,,165,{'en': 'Henri Moissan'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/165', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him', 'se': 'såsom ett erkännande av den stora förtjänst han inlagt genom sin undersökning och isolering av elementet fluor samt genom införandet av den efter honom uppkallade elektriska ugnen i vetenskapens tjänst'}",,1,1
26,1906,138536,7421571,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1906,Get,application/json,,,,,576,{'en': 'Giosuè Carducci'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/576', 'action': 'Get', 'types': 'application/json'}","{'en': 'not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces', 'se': 'i betraktande ej blott av hans rika lärdom och kritiska forskningar, utan främst som en hyllning åt den plastiska energi, den stilens friskhet och den lyriska styrka, som utmärka hans poetiska mästerverk'}",,1,1
27,1906,138536,7421571,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1906,Get,application/json,1906-12-10,,,,470,{'en': 'Theodore Roosevelt'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/470', 'action': 'Get', 'types': 'application/json'}","{'en': ""for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia"", 'no': 'for rollen han spilte for å få slutt på den blodige krigen som nettopp var utkjempet mellom to av verdens stormakter, Japan og Russland'}",,1,1
28,1906,138536,7421571,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1906,Get,application/json,,,,,10,{'en': 'J.J. Thomson'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/10', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases', 'se': 'såsom ett erkännande av den stora förtjänst han inlagt genom sina teoretiska och experimentella undersökningar över elektricitetens gång genom gaser'}",,1,1
29,1906,138536,7421571,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1906,Get,application/json,,,,,298,{'en': 'Camillo Golgi'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/298', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of their work on the structure of the nervous system', 'se': 'såsom ett erkännande åt deras arbeten rörande nervsystemets byggnad'}",,1/2,1
30,1907,138796,7033581,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1907,Get,application/json,,,,,166,{'en': 'Eduard Buchner'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/166', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his biochemical researches and his discovery of cell-free fermentation', 'se': 'för hans biologiskkemiska undersökningar och upptäckt av den cellfria jäsningen'}",,1,1
31,1907,138796,7033581,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1907,Get,application/json,,,,,577,{'en': 'Rudyard Kipling'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/577', 'action': 'Get', 'types': 'application/json'}","{'en': 'in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author', 'se': 'i betraktande av den iakttagelseförmåga, den ursprungliga inbillningskraft samt den manliga styrka i uppfattning och skildringskonst, som utmärka denne världsberömde författares skapelser'}",,1,1
32,1907,138796,7033581,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1907,Get,application/json,1907-12-10,,,,471,{'en': 'Ernesto Teodoro Moneta'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/471', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy', 'no': 'for sitt arbeid i pressen og på fredsmøter, både offentlig og privat, for å skape forståelse mellom Frankrike og Italia'}",,1/2,1
33,1907,138796,7033581,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1907,Get,application/json,,,,,11,{'en': 'Albert A. Michelson'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/11', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid', 'se': 'för hans optiska precisionsinstrument och hans därmed utförda spektroskopiska och metrologiska undersökningar'}",,1,1
34,1907,138796,7033581,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1907,Get,application/json,,,,,300,{'en': 'Alphonse Laveran'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/300', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of his work on the role played by protozoa in causing diseases', 'se': 'såsom ett erkännande åt hans arbeten rörande protozoers betydelse som sjukdomsalstrare'}",,1,1
35,1908,139800,7084459,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1908,Get,application/json,,,,,167,{'en': 'Ernest Rutherford'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/167', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his investigations into the disintegration of the elements, and the chemistry of radioactive substances', 'se': 'för hans undersökningar rörande elementers sönderfallande och de radioaktiva ämnenenas kemi'}",,1,1
36,1908,139800,7084459,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1908,Get,application/json,,,,,578,{'en': 'Rudolf Eucken'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/578', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life', 'se': 'på grund av det sanningssökande allvar, den genomträngande tankekraft och vidsynthet, den värme och styrka i framställningen, varmed han i talrika arbeten hävdat och utvecklat en ideal världsåskådning'}",,1,1
37,1908,139800,7084459,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1908,Get,application/json,1908-12-10,,,,473,{'en': 'Klas Pontus Arnoldson'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/473', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their long time work for the cause of peace as politicians, peace society leaders, orators and authors', 'no': 'for deres langvarige arbeid for fredssaken som politikere, ledere av fredsforeninger, talere og forfattere'}",,1/2,1
38,1908,139800,7084459,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1908,Get,application/json,,,,,12,{'en': 'Gabriel Lippmann'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/12', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his method of reproducing colours photographically based on the phenomenon of interference', 'se': 'för hans på interferensfenomenet grundade metod att fotografiskt återgiva färger'}",,1,1
39,1908,139800,7084459,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1908,Get,application/json,,,,,301,{'en': 'Ilya Mechnikov'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/301', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of their work on immunity', 'se': 'såsom ett erkännande åt deras arbeten rörande immuniteten'}",,1/2,1
40,1909,139800,7084459,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1909,Get,application/json,,,,,168,{'en': 'Wilhelm Ostwald'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/168', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of his work on catalysis and for his investigations into the fundamental principles governing chemical equilibria and rates of reaction', 'se': 'såsom ett erkännande åt hans arbeten över katalys jämte hans härför grundläggande undersökningar över kemiska jämviktsförhållanden och reaktionshastigheter'}",,1,1
41,1909,139800,7084459,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1909,Get,application/json,,,,,579,{'en': 'Selma Lagerlöf'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/579', 'action': 'Get', 'types': 'application/json'}","{'en': 'in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings', 'se': 'på grund av den ädla idealitet, den fantasiens rikedom och den framställningens själfullhet, som prägla hennes diktning'}",,1,1
42,1909,139800,7084459,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1909,Get,application/json,1909-12-10,,,,475,{'en': 'Auguste Beernaert'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/475', 'action': 'Get', 'types': 'application/json'}","{'en': 'for their prominent position in the international movement for peace and arbitration', 'no': 'for deres fremstående rolle i den internasjonale freds- og voldgiftsbevegelsen'}",,1/2,1
43,1909,139800,7084459,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1909,Get,application/json,,,,,13,{'en': 'Guglielmo Marconi'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/13', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of their contributions to the development of wireless telegraphy', 'se': 'såsom ett erkännande av deras förtjänster om den trådlösa telegrafiens utveckling'}",,1/2,1
44,1909,139800,7084459,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1909,Get,application/json,,,,,303,{'en': 'Theodor Kocher'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/303', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his work on the physiology, pathology and surgery of the thyroid gland', 'se': 'för hans arbeten rörande thyreoideas fysiologi, patologi och kirurgi'}",,1,1
45,1910,140703,7130220,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1910,Get,application/json,,,,,169,{'en': 'Otto Wallach'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/169', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds', 'se': 'såsom ett erkännande av den förtjänst han inlagt om den organiska kemiens och den kemiska industriens utveckling genom sina banbrytande arbeten på de alicykliska föreningarnas område'}",,1,1
46,1910,140703,7130220,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1910,Get,application/json,,,,,580,{'en': 'Paul Heyse'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/580', 'action': 'Get', 'types': 'application/json'}","{'en': 'as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories', 'se': 'såsom hyllningsgärd åt den fulländade och av ideal uppfattning präglade konstnärlighet han ådagalagt under en lång och betydande verksamhet såsom lyriker, dramaturg, romanförfattare och diktare av världsberömda noveller'}",,1,1
47,1910,140703,7130220,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1910,Get,application/json,1910-12-10,,,,477,,"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/477', 'action': 'Get', 'types': 'application/json'}","{'en': 'for acting as a link between the peace societies of the various countries, and helping them to organize the world rallies of the international peace movement', 'no': 'for rollen som bindeledd mellom fredsforeninger i ulike land, og for å ha hjulpet dem til å organisere verdenskongresser for den internasjonale fredsbevegelsen'}","{'en': 'Permanent International Peace Bureau', 'no': 'Det internasjonale fredsbyrå'}",1,1
48,1910,140703,7130220,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1910,Get,application/json,,,,,15,{'en': 'Johannes Diderik van der Waals'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/15', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his work on the equation of state for gases and liquids', 'se': 'för hans arbeten angående gasers och vätskors tillståndsekvation'}",,1,1
49,1910,140703,7130220,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1910,Get,application/json,,,,,304,{'en': 'Albrecht Kossel'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/304', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances', 'se': 'såsom ett erkännande för den insats han genom sina arbeten rörande äggviteämnena, däri jämväl inbegripna nukleinsubstanserna, gjort till kännedomen om cellens kemi'}",,1,1
50,1911,140695,7327865,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1911,Get,application/json,,,,,6,{'en': 'Marie Curie'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/6', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element', 'se': 'såsom ett erkännande för den förtjänst hon inlagt om kemiens utveckling genom upptäckten av grundämnena radium och polonium, genom karakteriserandet av radium och dess isolerande i metalliskt tillstånd samt genom sina undersökningar angående detta märkli'}",,1,1
51,1911,140695,7327865,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1911,Get,application/json,,,,,581,{'en': 'Maurice Maeterlinck'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/581', 'action': 'Get', 'types': 'application/json'}","{'en': ""in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations"", 'se': 'på grund av hans mångsidiga litterära verksamhet och särskilt hans dramatiska skapelser, som utmärka sig genom fantasirikedom och genom en poetisk idealitet, vilken, stundom i sagospelets slöjade form, röjer djup ingivelse samt på ett hemlighetsfull sätt'}",,1,1
52,1911,140695,7327865,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1911,Get,application/json,1911-12-10,,,,478,{'en': 'Tobias Asser'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/478', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations', 'no': 'for sin rolle som medgrunnlegger av Folkerettsinstituttet (Institut de droit international), initiativtaker til konferansene om internasjonal privatrett (Conférences de Droit international privé) i Haag og  foregangsmann innen internasjonale juridiske relasjoner'}",,1/2,1
53,1911,140695,7327865,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1911,Get,application/json,,,,,16,{'en': 'Wilhelm Wien'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/16', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his discoveries regarding the laws governing the radiation of heat', 'se': 'för hans upptäckter angående värmestrålningens lagar'}",,1,1
54,1911,140695,7327865,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1911,Get,application/json,,,,,305,{'en': 'Allvar Gullstrand'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/305', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his work on the dioptrics of the eye', 'se': 'för hans arbeten rörande ögats dioptrik'}",,1,1
55,1912,140476,6753654,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1912,Get,application/json,,,,,172,{'en': 'Victor Grignard'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/172', 'action': 'Get', 'types': 'application/json'}","{'en': 'for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry', 'se': ""för det av honom uppfunna så kallade Grignard'ska reagenset, som i hög grad främjat den organiska kemins fremsteg under de senare åren""}",,1/2,1
56,1912,140476,6753654,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1912,Get,application/json,,,,,582,{'en': 'Gerhart Hauptmann'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/582', 'action': 'Get', 'types': 'application/json'}","{'en': 'primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art', 'se': 'förnämligast för hans rika, mångsidiga, framstående verksamhet inom den dramatiska diktningens område'}",,1,1
57,1912,140476,6753654,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1912,Get,application/json,1913-12-10,,,,480,{'en': 'Elihu Root'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/480', 'action': 'Get', 'types': 'application/json'}","{'en': 'for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries', 'no': 'for å ha skapt økt forståelse mellom landene i Nord- og Sør-Amerika og for å ha tatt initiativ til viktige voldgiftsavtaler mellom USA og andre land'}",,1,1
58,1912,140476,6753654,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1912,Get,application/json,,,,,17,{'en': 'Gustaf Dalén'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/17', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys', 'se': 'för hans uppfinningar av självverkande regulatorer att i kombination med gasaccumulatorer användas till belysning av fyrar och lysbojar'}",,1,1
59,1912,140476,6753654,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1912,Get,application/json,,,,,306,{'en': 'Alexis Carrel'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/306', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of his work on vascular suture and the transplantation of blood vessels and organs', 'se': 'såsom ett erkännande för hans arbeten rörande kärlsutur samt kärl- och organtransplantation'}",,1,1
60,1913,143010,6875481,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1913,Get,application/json,,,,,174,{'en': 'Alfred Werner'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/174', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry', 'se': 'på grund av hans arbeten angående atomernas bindningsförhållanden inom molekylen, varigenom han belyst äldre och öppnat nya forskningsområden, särskilt inom den oorganiska kemien'}",,1,1
61,1913,143010,6875481,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1913,Get,application/json,,,,,583,{'en': 'Rabindranath Tagore'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/583', 'action': 'Get', 'types': 'application/json'}","{'en': 'because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West', 'se': 'på grund av hans dikters djup och höga syftning samt den skönhet och friskhet,som på ett lysande sätt införlivat hans skaldeskap i dess egen engelska dräkt även med den västerländska vitterheten'}",,1,1
62,1913,143010,6875481,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1913,Get,application/json,1913-12-10,,,,481,{'en': 'Henri La Fontaine'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/481', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his unparalleled contribution to the organization of peaceful internationalism', 'no': 'for sitt enestående bidrag til å organisere en fredelig internasjonalisme'}",,1,1
63,1913,143010,6875481,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1913,Get,application/json,,,,,18,{'en': 'Heike Kamerlingh Onnes'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/18', 'action': 'Get', 'types': 'application/json'}","{'en': 'for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium', 'se': 'i anledning av hans undersökningar över kroppars egenskaper vid låga temperaturer, vilka bland annat lett till framställningen av flytande helium'}",,1,1
64,1913,143010,6875481,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,nobelPrize,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1913,Get,application/json,,,,,307,{'en': 'Charles Richet'},"{'rel': 'laureate', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/307', 'action': 'Get', 'types': 'application/json'}","{'en': 'in recognition of his work on anaphylaxis', 'se': 'såsom ett erkännande för hans arbeten rörande anafylaxien'}",,1,1
